482	4827
271	2717
701	7017
-171	-1703
-722	-7213
-293	-2923
-528	-5273
78	787
-637	-6363
-15	-143
-579	-5783
-911	-9103
-590	-5893
-359	-3583
116	1167
974	9747
-965	-9643
-905	-9043
-17	-163
-325	-3243
-767	-7663
-660	-6593
309	3097
957	9577
-495	-4943
-147	-1463
-328	-3273
441	4417
822	8227
-748	-7473
-937	-9363
-873	-8723
406	4067
-904	-9033
-207	-2063
959	9597
909	9097
970	9707
221	2217
-412	-4113
88	887
-136	-1353
588	5887
680	6807
259	2597
-601	-6003
-517	-5163
339	3397
423	4237
-698	-6973
-649	-6483
-238	-2373
-976	-9753
-128	-1273
453	4537
-938	-9373
491	4917
-639	-6383
-285	-2843
-476	-4753
-113	-1123
-598	-5973
625	6257
-788	-7873
-978	-9773
-286	-2853
890	8907
-877	-8763
696	6967
-842	-8413
-455	-4543
41	417
846	8467
-373	-3723
346	3467
184	1847
-561	-5603
-165	-1643
-781	-7803
-888	-8873
-452	-4513
-553	-5523
-435	-4343
-251	-2503
-610	-6093
868	8687
-419	-4183
-589	-5883
348	3487
841	8417
661	6617
708	7087
-798	-7973
95	957
184	1847
366	3667
196	1967
-681	-6803
-230	-2293
-625	-6243
-226	-2253
799	7997
950	9507
-345	-3443
878	8787
436	4367
754	7547
-537	-5363
710	7107
599	5997
536	5367
-762	-7613
738	7387
-307	-3063
531	5317
705	7057
-503	-5023
141	1417
-217	-2163
-177	-1763
-887	-8863
-111	-1103
-712	-7113
-20	-193
-296	-2953
-347	-3463
361	3617
-53	-523
-853	-8523
991	9917
280	2807
821	8217
318	3187
-224	-2233
568	5687
770	7707
-122	-1213
-884	-8833
-979	-9783
-108	-1073
-968	-9673
173	1737
-426	-4253
-556	-5553
506	5067
524	5247
207	2077
777	7777
-37	-363
-888	-8873
-669	-6683
-303	-3023
-221	-2203
12	127
343	3437
51	517
633	6337
289	2897
216	2167
908	9087
-890	-8893
704	7047
352	3527
-609	-6083
325	3257
517	5177
-523	-5223
-448	-4473
-82	-813
-905	-9043
-614	-6133
696	6967
